Inchi_Key1,Inchi_Key2,Similarity_Score
BGXQNEJEOAGRKU-FPOVZHCZSA-N,AVTRGAPFNJEOTQ-FFUVTKDNSA-N,0.7
BGXSBQPQELZHHE-UHFFFAOYSA-N,AGZRUDZQXOKXMC-KXQOOQHDSA-N,0.53
BGXSBQPQELZHHE-UHFFFAOYSA-N,AMSQXXYYFNYRAR-UHFFFAOYSA-N,0.87
BGXSBQPQELZHHE-UHFFFAOYSA-N,ASOVUEAYNUYTLF-UHFFFAOYSA-N,0.5
BGXSBQPQELZHHE-UHFFFAOYSA-N,AWZSYBDJTXIAFX-DIPNUNPCSA-N,0.5
BGXZIBSLBRKDTP-UHFFFAOYSA-N,AVKKQBJQERVCTD-UHFFFAOYSA-N,0.82
BGXZPXNTQICWOW-NQUIPPIDSA-N,BAMUIOBFYYNSKF-AMARQBPHSA-N,0.67
BGYCQUQQDAZQFJ-XSWBTSGESA-N,AAXPOBDAMCGNNF-JKGBFCRXSA-N,0.74
BGYCQUQQDAZQFJ-XSWBTSGESA-N,AWULXULJLOZHTE-UHFFFAOYSA-N,0.6
BGYCQUQQDAZQFJ-XSWBTSGESA-N,AXJQVVLKUYCICH-OAQYLSRUSA-N,0.71
BGYCQUQQDAZQFJ-XSWBTSGESA-N,AXJQVVLKUYCICH-UHFFFAOYSA-N,0.71
BGYGQXZHOBKLTR-YVMONPNESA-N,AFWVHVVYCKRIJM-UVTDQMKNSA-N,0.5
BGYGQXZHOBKLTR-YVMONPNESA-N,ATGWUPYXIYFRKP-WQLSENKSSA-N,0.63
BGZJNRMDJVRCMI-UHFFFAOYSA-N,AEPZBDRKCCYBHK-UHFFFAOYSA-N,0.6
BGZJNRMDJVRCMI-UHFFFAOYSA-N,ALGJKWNHKLTCIT-UHFFFAOYSA-N,0.57
BGZJNRMDJVRCMI-UHFFFAOYSA-N,AREOIQPVPKMWCA-UHFFFAOYSA-N,0.57
BGZJNRMDJVRCMI-UHFFFAOYSA-N,AUBXIDQQPRBENL-UHFFFAOYSA-N,0.7
BGZJNRMDJVRCMI-UHFFFAOYSA-N,BCKDBHNDPZPVDM-UHFFFAOYSA-N,0.57
BGZKIXYCRZWYDF-MRXNPFEDSA-N,AOMCEEAESLTWKD-UHFFFAOYSA-N,0.71
BGZKIXYCRZWYDF-MRXNPFEDSA-N,APJPLKQKJZATLB-KRWDZBQOSA-N,0.57
BGZKIXYCRZWYDF-MRXNPFEDSA-N,ASRWRMWLFZMROI-AWEZNQCLSA-N,0.56
BGZKIXYCRZWYDF-MRXNPFEDSA-N,ASRWRMWLFZMROI-CQSZACIVSA-N,0.56
BGZQKFANVOPJDS-UHFFFAOYSA-N,BGKQAJKETVAKOI-UHFFFAOYSA-N,0.59
BGZZDTDZGABGIV-UHFFFAOYSA-N,AFSARIVLTMVYKF-UHFFFAOYSA-N,0.55
BGZZDTDZGABGIV-UHFFFAOYSA-N,AFUHDBSNWZJPLJ-UHFFFAOYSA-N,0.86
BGZZDTDZGABGIV-UHFFFAOYSA-N,AHMZTBVDDWWCJE-UHFFFAOYSA-N,0.64
BGZZDTDZGABGIV-UHFFFAOYSA-N,ATXWLDAYBVVVMP-UHFFFAOYSA-N,0.53
BGZZDTDZGABGIV-UHFFFAOYSA-N,AWTZZGULCLAXKO-UHFFFAOYSA-N,0.74
BHAGCFGXKSMVPG-HUUCEWRRSA-N,AMYYJMGXYWKTED-SWYZXDRTSA-N,0.69
BHAGRCJVSXEBFH-UHFFFAOYSA-N,AMEZAJPSLZEMQP-LJQANCHMSA-N,0.76
BHAGRCJVSXEBFH-UHFFFAOYSA-N,AMEZAJPSLZEMQP-UHFFFAOYSA-N,0.76
BHALMVWDBADOJP-UHFFFAOYSA-N,AFKUWDZGALVUAF-UHFFFAOYSA-N,0.53
BHALMVWDBADOJP-UHFFFAOYSA-N,ANWHKHTVIULFNJ-UHFFFAOYSA-N,0.64
BHARXZNCFVJEIR-UHFFFAOYSA-N,AAZVGOAUBWYJKL-UHFFFAOYSA-N,0.57
BHBDWYPJWSZZNQ-UHFFFAOYSA-N,APNWRWKPGBJTMO-BXKMTCNYSA-N,0.5
BHBDWYPJWSZZNQ-UHFFFAOYSA-N,APNWRWKPGBJTMO-OSPHWJPCSA-N,0.5
BHBIPNYAHFZVSM-UHFFFAOYSA-N,ABPFXCIYLKVLDK-UHFFFAOYSA-N,0.5
BHBIPNYAHFZVSM-UHFFFAOYSA-N,ACKJXXOVSOCBPX-UHFFFAOYSA-N,0.5
BHBIPNYAHFZVSM-UHFFFAOYSA-N,AGEBSSRVIKUYTM-UHFFFAOYSA-N,0.77
BHBIPNYAHFZVSM-UHFFFAOYSA-N,ARWRWQZYSRKYIU-UHFFFAOYSA-N,0.53
BHBIPNYAHFZVSM-UHFFFAOYSA-N,AUYOBRGGEYPRJO-UHFFFAOYSA-N,0.5
BHBJSXWPIOTVGL-UHFFFAOYSA-N,ANCSSFCYCYJZLW-UHFFFAOYSA-N,0.66
BHBOSTKQCZEAJM-UHFFFAOYSA-N,AJLZUVGTFWUIDB-UHFFFAOYSA-N,0.87
BHBOSTKQCZEAJM-UHFFFAOYSA-N,ARAUGGCZUKMXPG-UHFFFAOYSA-N,0.85
BHBOSTKQCZEAJM-UHFFFAOYSA-N,BDANJOPHOBYPMQ-UHFFFAOYSA-N,0.71
BHBRBNNTGLXXGB-UHFFFAOYSA-N,ASSVGHKXXQORBR-UHFFFAOYSA-N,0.76
BHBYCNZQHBBGHS-UHFFFAOYSA-N,AJLLHPKYDCMVMR-UHFFFAOYSA-N,0.59
BHBYCNZQHBBGHS-UHFFFAOYSA-N,ALLBEOBPSZQTFY-IZZQQSIFSA-N,0.52
BHBYCNZQHBBGHS-UHFFFAOYSA-N,AQEIRYQRLMXQPR-SCAQPMJSSA-N,0.67
BHBZFJBSLMYUOQ-UHFFFAOYSA-N,BFDHDGZKUIBUCK-UHFFFAOYSA-N,0.5
BHCJHYIMNHXLOM-WVDRJWPYSA-N,ATMHFQDWDFHUDF-TXLWKQMCSA-N,0.86
BHCJZNGDYXVVII-UHFFFAOYSA-N,BAXFMLZOUPMNQW-ZHACJKMWSA-N,0.67
BHCROBUDGYXOFC-NRFANRHFSA-N,ALCHXFSAGPIQMB-SFHVURJKSA-N,0.5
BHCROBUDGYXOFC-UHFFFAOYSA-N,ALCHXFSAGPIQMB-SFHVURJKSA-N,0.5
BHCROBUDGYXOFC-UHFFFAOYSA-N,BHCROBUDGYXOFC-NRFANRHFSA-N,1
BHCRVKVXJRBQJR-YPDHAKIYSA-N,AGQLGMXLTFMOAP-OEHKQELHSA-N,0.83
BHCRVKVXJRBQJR-YPDHAKIYSA-N,APRVHMRKRPHQLM-NDUFOHEISA-N,0.9
BHCRVKVXJRBQJR-YPDHAKIYSA-N,BDCDNTVZSILEOY-UXYNSRGZSA-N,0.51
BHCWYALTHAQWOQ-UHFFFAOYSA-N,AAQNIDPVFJWWOB-UHFFFAOYSA-N,0.51
BHCXDAMJQOPWKM-ACDBMABISA-N,ARKYOPPYXOUDRK-REPLKXPHSA-N,0.5
BHCXDAMJQOPWKM-ACDBMABISA-N,AZPCJFGZZMKYRM-BSUDQKQGSA-N,0.5
BHDFEYXQMOLKGD-UHFFFAOYSA-N,ABQQLMOPTHXKOU-UHFFFAOYSA-N,0.51
BHDFEYXQMOLKGD-UHFFFAOYSA-N,ADAOTPTTXINYQV-UHFFFAOYSA-N,0.55
BHDFEYXQMOLKGD-UHFFFAOYSA-N,AJTDSGHPVNNWEQ-UHFFFAOYSA-N,0.62
BHDFEYXQMOLKGD-UHFFFAOYSA-N,AKEZASUFGSUESJ-UHFFFAOYSA-N,0.71
BHDFEYXQMOLKGD-UHFFFAOYSA-N,ALZCTVHTYCIOAX-UHFFFAOYSA-N,0.54
BHDFEYXQMOLKGD-UHFFFAOYSA-N,AMALAYFPHNXJSZ-UHFFFAOYSA-N,0.57
BHDFEYXQMOLKGD-UHFFFAOYSA-N,AMJSSEGNGBTTSH-UHFFFAOYSA-N,0.52
BHDFEYXQMOLKGD-UHFFFAOYSA-N,APGPAMOSZZMWDQ-UHFFFAOYSA-N,0.56
BHDFEYXQMOLKGD-UHFFFAOYSA-N,AQJUXEAERYWGSR-UHFFFAOYSA-N,0.58
BHDFEYXQMOLKGD-UHFFFAOYSA-N,ATQAZOFRJFAFNQ-UHFFFAOYSA-N,0.54
BHDFEYXQMOLKGD-UHFFFAOYSA-N,AWUQQVNBPVETEJ-UHFFFAOYSA-N,0.55
BHDFEYXQMOLKGD-UHFFFAOYSA-N,AYUJRBFWXTWABM-UHFFFAOYSA-N,0.55
BHDFEYXQMOLKGD-UHFFFAOYSA-N,BCDWIQULXQSBHX-UHFFFAOYSA-N,0.6
BHDFEYXQMOLKGD-UHFFFAOYSA-N,BCSQRHYRUGXNDZ-UHFFFAOYSA-N,0.67
BHDFWIHNHCVURQ-UHFFFAOYSA-N,AAPPTVQRFKMVTR-CYBMUJFWSA-N,0.57
BHDFWIHNHCVURQ-UHFFFAOYSA-N,AAPPTVQRFKMVTR-ZDUSSCGKSA-N,0.57
BHDFWIHNHCVURQ-UHFFFAOYSA-N,ADPQNYHDJRDCEF-UHFFFAOYSA-N,0.59
BHDFWIHNHCVURQ-UHFFFAOYSA-N,AIRFAHHXKVXYBE-UHFFFAOYSA-N,0.55
BHDFWIHNHCVURQ-UHFFFAOYSA-N,AJRNYCDWNITGHF-UHFFFAOYSA-N,0.67
BHDFWIHNHCVURQ-UHFFFAOYSA-N,AMBVARULQNIIGY-UHFFFAOYSA-N,0.56
BHDFWIHNHCVURQ-UHFFFAOYSA-N,ANRBLZZRYMCUQR-UHFFFAOYSA-N,0.59
BHDFWIHNHCVURQ-UHFFFAOYSA-N,AOIQKSHKQIJFMK-RUZDIDTESA-N,0.56
BHDFWIHNHCVURQ-UHFFFAOYSA-N,AOIQKSHKQIJFMK-VWLOTQADSA-N,0.56
BHDFWIHNHCVURQ-UHFFFAOYSA-N,ARIGBKUEKSXFAD-UHFFFAOYSA-N,0.55
BHDFWIHNHCVURQ-UHFFFAOYSA-N,ARRVMXXJRVPCAR-UHFFFAOYSA-N,0.62
BHDFWIHNHCVURQ-UHFFFAOYSA-N,ASIGZZOVSCNZDW-UHFFFAOYSA-N,0.69
BHDFWIHNHCVURQ-UHFFFAOYSA-N,AWHIFRWLVDBHFT-UHFFFAOYSA-N,0.55
BHDJVXNLOPBSSH-UHFFFAOYSA-N,AAOMCRXLZYHHET-UHFFFAOYSA-N,0.55
BHDJVXNLOPBSSH-UHFFFAOYSA-N,AFHQKAWVFLMXIB-UHFFFAOYSA-N,0.58
BHDJVXNLOPBSSH-UHFFFAOYSA-N,AFNZSEVDWZQGKS-UHFFFAOYSA-N,0.54
BHDJVXNLOPBSSH-UHFFFAOYSA-N,AFWKDAQYJRMYRM-UHFFFAOYSA-N,0.67
BHDJVXNLOPBSSH-UHFFFAOYSA-N,AJLSRHGZNWABFF-UHFFFAOYSA-N,0.54
BHDJVXNLOPBSSH-UHFFFAOYSA-N,APUWJHNYSRMDBE-UHFFFAOYSA-N,0.63
BHDJVXNLOPBSSH-UHFFFAOYSA-N,ATSIBVUWYUASNL-UHFFFAOYSA-N,0.57
BHDJVXNLOPBSSH-UHFFFAOYSA-N,AZWPJUJCAJYRBJ-UHFFFAOYSA-N,0.67
BHDLLWNOZFHRNR-UHFFFAOYSA-N,AHHLDXACAMZJFP-UHFFFAOYSA-N,0.51
BHDLLWNOZFHRNR-UHFFFAOYSA-N,ASIGWAMOEPENOF-UHFFFAOYSA-N,0.51
BHDRWJOOYIXFSS-UHFFFAOYSA-N,ADDYJPMIFZFGEZ-UHFFFAOYSA-N,0.58
BHDRWJOOYIXFSS-UHFFFAOYSA-N,AIBIJJOISCHDJF-UHFFFAOYSA-N,0.61
BHDRWJOOYIXFSS-UHFFFAOYSA-N,AJAMYCGPMGOZMX-UHFFFAOYSA-N,0.6
BHDRWJOOYIXFSS-UHFFFAOYSA-N,AJCYLVWAVMALMD-UHFFFAOYSA-N,0.62
BHDRWJOOYIXFSS-UHFFFAOYSA-N,ARNKJISQFPDKSI-UHFFFAOYSA-N,0.64
BHDRWJOOYIXFSS-UHFFFAOYSA-N,AVMGWMFSIPBMIB-UHFFFAOYSA-N,0.58
BHDWIWHASKLYGV-AAWXZMRRSA-N,ACTVHPZIQJJNFW-ALOJTJLXSA-N,0.75
BHDWIWHASKLYGV-AAWXZMRRSA-N,AMIBKXTXGGNEFX-DDBJRRRUSA-N,0.52
BHDWIWHASKLYGV-AAWXZMRRSA-N,APCDHORXRPILDB-NWLSSWCYSA-N,0.83
BHDWIWHASKLYGV-AAWXZMRRSA-N,BCSXCQXCIPPCRN-AZWBFLDOSA-N,0.58
BHDWIWHASKLYGV-AAWXZMRRSA-N,BDBPAVHTWMVWHN-SORLVKKQSA-N,0.54
BHDWIWHASKLYGV-AAWXZMRRSA-N,BFBXRAKKVQFSOB-IXOSIACLSA-N,0.51
BHDXKCMVCKNNED-UHFFFAOYSA-N,AGNDCABXSVNYAY-UHFFFAOYSA-N,0.5
BHDXKCMVCKNNED-UHFFFAOYSA-N,AKXHNFPIITUIEN-UHFFFAOYSA-N,0.61
BHDXKCMVCKNNED-UHFFFAOYSA-N,ARMFKAHRKRNYGT-UHFFFAOYSA-N,0.54
BHDXKCMVCKNNED-UHFFFAOYSA-N,AVURIILTXHUFQX-UHFFFAOYSA-N,0.54
BHDZQFSNQPIPGI-HNNXBMFYSA-N,AOGOUTMDEVCZHA-UHFFFAOYSA-N,0.52
BHDZUAZIRRYQON-UHFFFAOYSA-N,ADOZDJQXPOGXEV-UHFFFAOYSA-N,0.74
BHDZUAZIRRYQON-UHFFFAOYSA-N,AKQCXZGTHURUGU-UHFFFAOYSA-N,0.52
BHDZUAZIRRYQON-UHFFFAOYSA-N,AVJJIBOWEKYOER-UHFFFAOYSA-N,0.53
BHDZUAZIRRYQON-UHFFFAOYSA-N,AXYUBVZQTKVPPH-UHFFFAOYSA-N,0.53
BHDZUAZIRRYQON-UHFFFAOYSA-N,BDERYSXUUIVLID-UHFFFAOYSA-N,0.69
BHEBXCRPZLSIDX-UHFFFAOYSA-N,ABPABQXEIYHSAF-UHFFFAOYSA-N,0.64
BHEFHSCQSORRQM-KBPBESRZSA-N,AGHVQWLBIQDRAA-PMACEKPBSA-N,0.71
BHEFHSCQSORRQM-KBPBESRZSA-N,AORLGWAPCLPIDT-FQEVSTJZSA-N,0.69
BHEFQVICVNMJDR-DFKUXCBWSA-N,AAGGVYSSHNZWQJ-ZHZULCJRSA-N,0.51
BHEFQVICVNMJDR-DFKUXCBWSA-N,AQOBTKMEQOANSS-FEZSWGLMSA-N,0.78
BHEMXFWEUYIYGK-UHFFFAOYSA-N,AHHGBHXZBKHKCK-UHFFFAOYSA-N,0.55
BHERLKVKOAHWMG-BVAGGSTKSA-N,AXGIPZTZIMFDDP-BVAGGSTKSA-N,0.8
BHESLGXYAUGTJK-UHFFFAOYSA-N,APKRSJMYVDXLSV-UHFFFAOYSA-N,0.55
BHESLGXYAUGTJK-UHFFFAOYSA-N,BEXYIRSMMSBHSQ-LJAQVGFWSA-N,0.63
BHESLIOPLYORHD-IYJPBCIQSA-M,ASBSPLWAZVMYMN-UXQCFNEQSA-M,0.73
BHESWDLQPPMKLG-UHFFFAOYSA-N,ADZTYXDJSIPBIT-UHFFFAOYSA-N,0.61
BHFMPHXMPOIADT-UHFFFAOYSA-N,ADEXQHKYMJSASG-UHFFFAOYSA-N,0.6
BHFMPHXMPOIADT-UHFFFAOYSA-N,AHHCJBNTWAHDNY-UHFFFAOYSA-N,0.55
BHFMPHXMPOIADT-UHFFFAOYSA-N,BERMWPOSONSRQV-UHFFFAOYSA-N,0.78
BHFOUJPUZNXZMH-LBOXEOMUSA-N,AWMQHPXXIHCPRB-SYQKMTEESA-N,0.71
BHFOUJPUZNXZMH-LBOXEOMUSA-N,BAMUIOBFYYNSKF-AMARQBPHSA-N,0.54
BHFOUJPUZNXZMH-LBOXEOMUSA-N,BGXZPXNTQICWOW-NQUIPPIDSA-N,0.52
BHGADYQNGVDASH-UHFFFAOYSA-N,BFWMHHBFLDTUTP-UHFFFAOYSA-N,0.66
BHGBMGVTLFZRCP-UHFFFAOYSA-N,ADMPHCQUPDYFKW-VWLOTQADSA-N,0.71
BHGBZYFRMJHBJC-ILQPJJJHSA-N,AUWGCRAJBXNPNU-WWVPXYRRSA-N,0.65
BHGCWADCRHBUMS-UHFFFAOYSA-N,BEAKSVZSFNBSKW-UHFFFAOYSA-N,0.75
BHGKYYRQGUSTGE-UHFFFAOYSA-N,BBJZKXXWFJLNRR-UHFFFAOYSA-N,0.51
BHGOMTHHRLZDFY-UHFFFAOYSA-N,AJZIUDQKEBRORX-UHFFFAOYSA-N,0.72
BHGTWWPQQDXYSJ-UHFFFAOYSA-N,AANWVQVQZDEWDD-UHFFFAOYSA-N,0.54
BHGTWWPQQDXYSJ-UHFFFAOYSA-N,AJZCATDIDCDYBY-UHFFFAOYSA-N,0.54
BHGTWWPQQDXYSJ-UHFFFAOYSA-N,AXLKBOLVTDFBQM-UHFFFAOYSA-N,0.57
BHGTWWPQQDXYSJ-UHFFFAOYSA-N,BAFKCSYRILLCPM-UHFFFAOYSA-N,0.54
BHGWXVLZDFTYFZ-UHFFFAOYSA-N,ANJCDBTZMIILAS-UHFFFAOYSA-N,0.58
BHGWXVLZDFTYFZ-UHFFFAOYSA-N,AVRAYEVXVGEERE-UHFFFAOYSA-N,0.54
BHGXJGPTKFVTMQ-UHFFFAOYSA-N,BFZWVIYEQOFWDU-UHFFFAOYSA-N,0.5
BHGZHTDLGLFQCK-XWSOCXPYSA-N,AKUXPYNOBIUMJD-IQMFZBJNSA-N,0.51
BHHDBWXURVOBCU-OAQYLSRUSA-N,APPWKMITVMBLGJ-JOCHJYFZSA-N,0.84
BHHGCAUKPABREW-UHFFFAOYSA-N,ARCGKZALGSLFHM-UHFFFAOYSA-N,0.82
BHHGCAUKPABREW-UHFFFAOYSA-N,ARDIAMNHXOVJPO-UHFFFAOYSA-N,0.57
BHHSURAGESLEOB-UZUQRXQVSA-N,AJJWUOIBOYHNPE-HOYKHHGWSA-N,0.74
BHHSURAGESLEOB-UZUQRXQVSA-N,AXRCXUFFPRZXER-AJTFRIOCSA-N,0.54
BHHSURAGESLEOB-UZUQRXQVSA-N,BDJRXALNVVZVFG-IIBYNOLFSA-N,0.78
BHHWVKQXKIOMRP-UHFFFAOYSA-N,AXEFUXRYGBWMKE-UHFFFAOYSA-N,0.71
BHHYPCRVXWRUHY-UHFFFAOYSA-N,AXYZTKHWNCICNT-UHFFFAOYSA-N,0.52
BHIBRIYEKOGEIL-UHFFFAOYSA-N,ANTKWQZDLKJLIU-UHFFFAOYSA-N,0.67
BHIBRIYEKOGEIL-UHFFFAOYSA-N,BCIDNTXIJHEESE-UHFFFAOYSA-N,0.64
BHIIXYUVEXKWSO-UHFFFAOYSA-N,AKXHNFPIITUIEN-UHFFFAOYSA-N,0.77
BHIIXYUVEXKWSO-UHFFFAOYSA-N,ARMFKAHRKRNYGT-UHFFFAOYSA-N,0.51
BHIIXYUVEXKWSO-UHFFFAOYSA-N,AVURIILTXHUFQX-UHFFFAOYSA-N,0.74
BHIIXYUVEXKWSO-UHFFFAOYSA-N,BHDXKCMVCKNNED-UHFFFAOYSA-N,0.69
BHIKBSHRZJOLSF-UHFFFAOYSA-N,BFYXYYHDZCKZCA-UHFFFAOYSA-N,0.57
BHIKZGNFFUUMPJ-UHFFFAOYSA-N,ALVCNAQVHODZOA-UHFFFAOYSA-N,0.63
BHIKZGNFFUUMPJ-UHFFFAOYSA-N,APDLODMGSNZNGW-UHFFFAOYSA-N,0.65
BHILSLXDFGXTIZ-UHFFFAOYSA-N,AXRVCNULDRURKD-IBGZPJMESA-N,0.56
BHIMXMNPLZLBIP-OAQYLSRUSA-N,APNHVWQATLNLSM-LJQANCHMSA-N,0.54
BHIMXMNPLZLBIP-OAQYLSRUSA-N,ARTJQOYGMHOOML-HXUWFJFHSA-N,0.71
BHIQGNHOQLOMNC-UHFFFAOYSA-N,BEWBVGPOPQDTAO-UHFFFAOYSA-N,0.64
BHIUDAWFZCVDLW-UHFFFAOYSA-N,ADJZVALIXLSXCU-YHBQERECSA-N,0.53
BHIUDAWFZCVDLW-UHFFFAOYSA-N,BBTKMIDPWNFOMU-UHFFFAOYSA-N,0.52
BHIUICRGVPSMPQ-OALUTQOASA-N,APAWGWWWJOBFNB-PXNSSMCTSA-N,0.57
BHIUICRGVPSMPQ-OALUTQOASA-N,ARWOQKSGCIDNNZ-RDJZCZTQSA-N,0.57
BHIUICRGVPSMPQ-OALUTQOASA-N,AVIMZQODWSMXOY-SFTDATJTSA-N,0.81
BHIVIHRHGXYLSI-UHFFFAOYSA-N,AGRQYEVBCNOVSV-UHFFFAOYSA-N,0.84
BHIYBBZCRKSVSF-UHFFFAOYSA-N,ATODLNCZWPWZJH-UHFFFAOYSA-N,0.65
BHJFIDLOLKHINR-OUKQBFOZSA-N,AVFUXTVJYXLXST-BUHFOSPRSA-N,1
BHJPHEXSIGFNTB-UHFFFAOYSA-N,AASJIDSEQRFGHQ-UHFFFAOYSA-N,0.52
BHJPHEXSIGFNTB-UHFFFAOYSA-N,AFCUXPVAIWIPIK-UHFFFAOYSA-N,0.59
BHJPHEXSIGFNTB-UHFFFAOYSA-N,AIKOKMWUXHZPSY-UHFFFAOYSA-N,0.52
BHJPHEXSIGFNTB-UHFFFAOYSA-N,APHMGGWRVNQQAC-UHFFFAOYSA-N,0.65
BHJPHEXSIGFNTB-UHFFFAOYSA-N,AVXBKVJHVBCJBB-UHFFFAOYSA-N,0.56
BHJPHEXSIGFNTB-UHFFFAOYSA-N,AYCCBDPQSLELEH-UHFFFAOYSA-N,0.54
BHJPHEXSIGFNTB-UHFFFAOYSA-N,BBJBXDHNIWTOOR-UHFFFAOYSA-N,0.65
BHJPHEXSIGFNTB-UHFFFAOYSA-N,BEDHGLWDRNTRSG-UHFFFAOYSA-N,0.59
BHJPHEXSIGFNTB-UHFFFAOYSA-N,BERPEAVNCCSEPP-UHFFFAOYSA-N,0.59
BHJQVZCBKBFYOE-HHHXNRCGSA-N,AHPXICLKUGGTTI-HXUWFJFHSA-N,0.64
BHJRCMPVJFWSEN-FQEVSTJZSA-N,ALKUUIDKRJZTBK-KRWDZBQOSA-N,0.69
BHJRCMPVJFWSEN-FQEVSTJZSA-N,ALKUUIDKRJZTBK-QGZVFWFLSA-N,0.69
BHJRCMPVJFWSEN-FQEVSTJZSA-N,BGPDKPPPOAJAIA-QHCPKHFHSA-N,0.67
BHJYLPCXJRRFBV-UHFFFAOYSA-N,AMECFRVQTXOEEA-UHFFFAOYSA-N,0.67
BHJYLPCXJRRFBV-UHFFFAOYSA-N,AUZLQRYCSUILSO-UHFFFAOYSA-N,0.56
BHJYLPCXJRRFBV-UHFFFAOYSA-N,AVNIJFADOORZIO-UHFFFAOYSA-N,0.64
BHKGCOKSBGNTIE-UHFFFAOYSA-N,AIKJHLATPFIHMV-UHFFFAOYSA-N,0.78
BHKHERHIEAOOFN-UHFFFAOYSA-N,AVLUOOBKRNWXAE-UHFFFAOYSA-N,0.82
BHKIPHICFOJGLD-HOFKKMOUSA-N,BBGDZXUCEYOTHB-VWLOTQADSA-N,0.66
BHKMFILYWFYRAV-UHFFFAOYSA-N,AEJOEPSMZCEYJN-FQEVSTJZSA-N,0.77
BHKMFILYWFYRAV-UHFFFAOYSA-N,AEJOEPSMZCEYJN-HXUWFJFHSA-N,0.77
BHKMFILYWFYRAV-UHFFFAOYSA-N,AEJOEPSMZCEYJN-UHFFFAOYSA-N,0.77
BHKMFILYWFYRAV-UHFFFAOYSA-N,AHJJCDWRBWUNDK-HXUWFJFHSA-N,0.62
BHKMFILYWFYRAV-UHFFFAOYSA-N,AQNKJLVANZELEX-OAQYLSRUSA-N,0.52
BHKMFILYWFYRAV-UHFFFAOYSA-N,BCDKQQVLNARLAI-UHFFFAOYSA-N,0.7
BHKPHCKISVSDGV-UHFFFAOYSA-N,AHNVDMNIJVXKML-UHFFFAOYSA-N,0.55
BHKPVOOTZZBNHN-UHFFFAOYSA-N,AONFLTXJKGUEML-UHFFFAOYSA-N,0.52
BHKSYENPDNOBLX-UHFFFAOYSA-N,AAXKPQBGHZNCOJ-UHFFFAOYSA-N,0.7
BHKSYENPDNOBLX-UHFFFAOYSA-N,AIZFRFCHCJRXFS-UHFFFAOYSA-N,0.53
BHKSYENPDNOBLX-UHFFFAOYSA-N,AJAGFKNPKFWBMC-UHFFFAOYSA-N,0.52
BHKSYENPDNOBLX-UHFFFAOYSA-N,AVHJCISEWCJAIL-UHFFFAOYSA-N,0.66
BHLDSZDBKQRXCQ-MWTRTKDXSA-N,BHLDSZDBKQRXCQ-HJPURHCSSA-N,1
BHLFQSQXXBNXJD-GDLZYMKVSA-N,ATXZFKJGCDBQES-JOCHJYFZSA-N,0.53
BHLFQSQXXBNXJD-LJAQVGFWSA-N,ATXZFKJGCDBQES-JOCHJYFZSA-N,0.53
BHLFQSQXXBNXJD-LJAQVGFWSA-N,BHLFQSQXXBNXJD-GDLZYMKVSA-N,1
BHLHFOONNXHUKO-UHFFFAOYSA-N,BCCWRYRLXYBQLR-UHFFFAOYSA-N,0.65
BHLHZHCDICUTIZ-UHFFFAOYSA-N,ARKKAKJYJHFYCH-UHFFFAOYSA-N,0.65
BHLHZHCDICUTIZ-UHFFFAOYSA-N,AYKHNPBZSPHOJF-UHFFFAOYSA-N,0.83
BHLJJYRNGIMXOT-INIZCTEOSA-N,AFWPMJBLCXDAFL-KRWDZBQOSA-N,0.76
BHLKXLASADGJLD-UHFFFAOYSA-N,BABOXQWWOWUXJX-UHFFFAOYSA-N,0.51
BHLKXLASADGJLD-UHFFFAOYSA-N,BFJRLYQUSWBFAL-UHFFFAOYSA-N,0.5
BHLNXDOZTJNVFB-KKXYHZGYSA-N,AYBJHLYAHKWZEU-BPJRBCGYSA-N,0.58
BHLPOOVJFYXSFF-UHFFFAOYSA-N,BEUWFLKNYNXOJA-UHFFFAOYSA-N,0.53
BHLPRMAAOIHWNB-UHFFFAOYSA-N,AEOCBJXABOEXBN-UHFFFAOYSA-N,0.6
BHLPRMAAOIHWNB-UHFFFAOYSA-N,AUJYZGMRNZJCJU-UHFFFAOYSA-N,0.63
BHLPRMAAOIHWNB-UHFFFAOYSA-N,AZOKLOYDAJODNU-UHFFFAOYSA-N,0.66
BHLPRMAAOIHWNB-UHFFFAOYSA-N,BEHPCZLTNJSJAZ-UHFFFAOYSA-N,0.61
BHLVESCPAMPYDF-UHFFFAOYSA-N,AEMDMAOJXLQSNW-UHFFFAOYSA-N,0.77
BHLVESCPAMPYDF-UHFFFAOYSA-N,AGXXDNLBUIDDJM-UHFFFAOYSA-N,0.75
BHLVESCPAMPYDF-UHFFFAOYSA-N,BFQKSVBUJQOODL-UHFFFAOYSA-N,0.52
BHLXTPHDSZUFHR-UHFFFAOYSA-N,ALJJMKCAOSCZMO-UHFFFAOYSA-N,0.57
BHMREYXIIAXILD-UHFFFAOYSA-N,ANOBQMYPRDZLDR-UHFFFAOYSA-N,0.89
BHMZJUVAVWRNLN-QXMHVHEDSA-N,AMVWVJCOVOKTRR-UHFFFAOYSA-N,0.57
BHNFVXISRPMSCV-UHFFFAOYSA-N,ABUQYEHMIDSXIU-UHFFFAOYSA-N,0.51
BHNFVXISRPMSCV-UHFFFAOYSA-N,AZWJVNNXHBOAKD-UHFFFAOYSA-N,0.56
BHNHJMNBXLFKPZ-UHFFFAOYSA-N,AKQHXYRJJDLTCY-UHFFFAOYSA-N,0.62
