"ChemicalID";"Inchi_Key";"Canonical_Smiles";FDA_Approved
"CHEMBL2012813";"AAMHUKDMAMABLC-UAGACBDMSA-N";"CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)N(C)C(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O";0
"MLS000552573";"AAMITCXQIDJONO-UHFFFAOYSA-M";"[I-].C[N+](C)(C)CCOC(=O)C1(CCCC1)c2ccccc2";0
"CHEMBL3112729";"AAMKUWYDJAVAKV-UHFFFAOYSA-N";"COc1ncc(cc1NS(=O)(=O)c2ccc(F)cc2F)C3=Cc4c(C)nc(N)cc4N(C5CCCC5)C3=O";0
"CHEMBL3105694";"AAMMIPIPKCYIRD-UHFFFAOYSA-N";"CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(C)cs2)cc1";0
"CHEMBL1779338";"AAMMMTHCBLGALB-UHFFFAOYSA-N";"CCCn1c(CN2C(=O)COc3c2cc(Cl)cc3[N+](=O)[O-])nnc1c4ccc(Cl)cn4";0
"CHEMBL1173525";"AAMOMFNMMXXVGM-IZZDOVSWSA-N";"CN1C(=N)NC(=O)/C/1=C\c2c[nH]c3ccccc23";0
"CHEMBL3218342";"AAMONVJHYOWATM-MHZLTWQESA-N";"CCCCOC1=C(N(CCc2ccccc2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OCc4ccccc4)C(=O)C1=O";0
"CHEMBL392385";"AAMQCUQQLINFHV-UHFFFAOYSA-N";"CN(C(=O)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1)c3cccc(Cl)c3";0
"2-(4-fluorobenzyl)-6-(4-methylstyryl)-3(2H)-pyridazinone";"AAMSNXJTQPSNDL-DHZHZOJOSA-N";"Cc1ccc(\C=C\C2=NN(Cc3ccc(F)cc3)C(=O)C=C2)cc1";0
"MLS001082080";"AAMSQVJRYREVNT-UHFFFAOYSA-N";"CCN1CCN(CC1)c2ccc(cc2NC(=O)Cc3ccccc3)S(=O)(=O)N4CCCCC4";0
"CHEMBL1097693";"AAMSRIRJJDBNAA-ISIYWYIMSA-N";"C[C@@H](O[C@H]1CN2[C@@H](CC(N)C2=O)[C@@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F";0
"CHEMBL603907";"AAMVCIFGAZHOPV-UHFFFAOYSA-N";"Cn1nnc(n1)c2c(F)cc(Cl)cc2c3cnc(CNC(=O)N(O)C4CCCC4)c(F)c3";0
"CHEMBL3092036";"AAMVRRQCSVQBEQ-UHFFFAOYSA-N";"COc1cc(ccc1Nc2ncc3cccc(NC4CCCCC4)c3n2)N5CCOCC5";0
"CHEMBL1780186";"AAMWMZKKZMJUOK-UHFFFAOYSA-N";"CCCCC(Sc1ccc(OCCCOc2ccc(cc2)c3ccccc3)cc1)C(=O)OCC";0
"CHEMBL2270587";"AAMYARFTPGWJFZ-UHFFFAOYSA-N";"CC(C)(C)C1=C(Br)c2nc3ccccn3c2C(=O)C1=O";0
"BAS 00323200";"AAMYPSGMIHVGNJ-UDWIEESQSA-N";"COc1nc(N\N=C\c2oc(cc2)c3cccc(c3)[N+](=O)[O-])nc(n1)N4CCOCC4";0
"CHEBI:69288";"AANADYPLGVVCHK-DLQUUWTKSA-M";"[Na+].CO[C@H]1OC(=O)C(=C1)CC[C@H]2\C(=C\OS(=O)(=O)[O-])\CC[C@H]3[C@]2(C)CC[C@H]4C(C)(C)CCC[C@]34C";0
"CHEMBL1083454";"AANHDPNKSQAGIM-UHFFFAOYSA-N";"Cn1cc2c(CCc3c2c4C(=O)NCc4c5c6cc(ccc6n(C7CCCC7)c35)C8CCCCO8)n1";0
"UNII-UOR82EXA9D";"AANJEOKXWMXQIE-UHFFFAOYSA-N";"CCCc1nn(C)c2c(O)nc(nc12)c3cc(ccc3OCC)C(=O)CN4CCOCC4";0
"AC1LH9H8";"AANJTRKLHIXTQA-UHFFFAOYSA-N";"COc1ccc(CNc2ccc(cc2)S(=O)(=O)N)cc1";0
"CHEMBL3263023";"AANOMZQEAPYXAF-UHFFFAOYSA-N";"CC(C)Oc1ccc(cc1NC(=O)c2cnccn2)N3CCN(Cc4ccccc4)CC3";0
"CHEMBL429247";"AANVAJYRZQWBOW-UHFFFAOYSA-N";"COc1cccc(CNC(=O)c2cc3C(=O)N(Cc4ccc(cc4)C(=O)O)C=Nc3cn2)c1";0
"CHEMBL1688881";"AANWVQVQZDEWDD-UHFFFAOYSA-N";"O=C(NC(=O)c1ccc2OCOc2c1)Nc3cccc(c3)c4ccccc4";0
"CHEMBL202839";"AANXPIMDONQTQF-HNNXBMFYSA-N";"CC1(C)SCCN([C@H]1C(=O)NO)S(=O)(=O)c2ccc(OCC#CCN)cc2";0
"CHEMBL3216119";"AAOAGEBZCSUMBQ-UHFFFAOYSA-N";"Cl.Cl.CCN(C)CCN1CCCc2cc(NC(=N)c3cccs3)ccc12";0
"CHEMBL1819506";"AAODAPWBBKJMEX-UHFFFAOYSA-N";"CN(CC1(CCCCC1)c2ccc(F)cc2)C(=O)C3CCN(Cc4ccccc4)CC3";0
"MLS000526436";"AAODAXBGVQWVMB-UDWIEESQSA-N";"C\C(=N/NC(=S)N)\CC1CC2=C(CC1(C)C)C(C)(C)CCC2";0
"CHEMBL310369";"AAOGRFLITNLSTM-OAQYLSRUSA-N";"COC(=O)NC1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c3ccccc3)CC1";0
"CHEMBL593436";"AAOJAMJIDLDOCS-LBPRGKRZSA-N";"CC(C)[C@H](C(=O)Nc1occn1)c2ccc(Cl)cc2";0
"CHEMBL377804";"AAOMCRXLZYHHET-UHFFFAOYSA-N";"CN1CCCC1CCOc2ccccc2S(=O)(=O)Nc3ccc4CCCCc4c3C(=O)O";0
"CHEMBL30275";"AAONCJIIKCSWIL-UHFFFAOYSA-N";"CCN1CCc2c(C)c(CC(C)N)ccc12";0
"CHEMBL1080117";"AAONJNLMLWRZJE-UHFFFAOYSA-N";"Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CC5CC5(C4)c6ccc(Cl)cc6)n3C";0
"CHEMBL1095770";"AAOOPKUWOUCKMS-SVPMCJQISA-N";"COc1ccccc1C2N3C(=NC4=C2CCc5ccccc45)S\C(=C/c6ccc(\C=C\C(=O)O)cc6)\C3=O";0
"MLS001017528";"AAORDTZDTMACMK-UHFFFAOYSA-N";"[O-][N+](=O)c1ccc(s1)C(=O)OCC(=O)NC(=O)NCc2ccccc2";0
"CHEMBL2407630";"AAOSHCZHKBUIHB-UHFFFAOYSA-N";"O=C(NC1(C2CC3CC(CC1C3)C2)C(=O)NC4CC4)c5ccccc5";0
"NSC699167";"AAOUHTYFBALOPI-MKICQXMISA-N";"CC(=O)Oc1ccc(\C=C\C(=O)NCCOC(=O)\C=C\c2ccc(OC(=O)C)c(OC(=O)C)c2)cc1OC(=O)C";0
"diazepam";"AAOVKJBEBIDNHE-UHFFFAOYSA-N";"CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13";1
"CHEMBL2205042";"AAOXNOFJAOMEGO-UHFFFAOYSA-N";"Cl.COc1ccc(Sc2ccccc2N3CCNCC3)cc1";0
"CHEMBL217751";"AAOYBQGKRBCNLH-UHFFFAOYSA-N";"Nc1ccc2cc(NC(=O)CCc3ccc(cc3)C(F)(F)F)ccc2n1";0
"Dibromosalicil";"AAOYLOCWJSLLJU-UHFFFAOYSA-N";"Oc1ccc(Br)cc1C(=O)C(=O)c2cc(Br)ccc2O";0
"CHEMBL2377453";"AAPCFZNITYDUBV-KJXAQDMKSA-N";"CC(C)CCC[C@@H](C)[C@H]1CCC2=C(CCC[N+](C)(C)[O-])CCC[C@]12C";0
"CHEMBL233154";"AAPDNXUVDULJII-UHFFFAOYSA-N";"CN(C)c1cc(oc1C(=O)N=C(N)N)c2cccc(Cl)c2";0
"CHEMBL3093396";"AAPFSKSRMZARSC-KRWDZBQOSA-N";"OC(=O)c1cc(ccc1N2CC[C@@H](C2)OCCOCc3ccccc3)C(F)(F)F";0
"Aldisin";"AAPGLCCSVSGLFH-UHFFFAOYSA-N";"O=C1CCNC(=O)c2[nH]ccc12";0
"SMR000201580";"AAPHQYXAECGYTE-UHFFFAOYSA-N";"Cc1ccccc1NC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)C";0
"CHEMBL218819";"AAPJLBRICCNLJH-UHFFFAOYSA-N";"CC(C)(C)OC(=O)NC(CC(=O)NO)Cc1ccccc1";0
"CHEMBL1803008";"AAPKMLWLODKOBC-UHFFFAOYSA-N";"CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(N4CCCC4)c2c1)c5ccccc5";0
"CHEMBL1253838";"AAPMNKHOEMXGDK-UHFFFAOYSA-N";"COCCn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)c(Cl)c3)c12";0
"MLS000065772";"AAPNAISFQCCYES-UHFFFAOYSA-N";"CCSc1nnc(NC(=O)c2cc3CCCCc3s2)s1";0
"CHEMBL2111594";"AAPPTVQRFKMVTR-CYBMUJFWSA-N";"COC(=O)[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13";0
"CHEMBL2112399";"AAPPTVQRFKMVTR-ZDUSSCGKSA-N";"COC(=O)[C@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13";0
"CHEMBL2316539";"AAPVCQWLJSSUGW-UHFFFAOYSA-N";"Cc1ccccc1OCCSc2nc3ccccc3[nH]2";0
"CHEMBL375428";"AAQCZWGHNUPNMG-UHFFFAOYSA-N";"CC(C)c1noc(c2ccc(F)cc2)c1c3ccncc3";0
"MLS001218835";"AAQDANSDDLBBNH-UHFFFAOYSA-N";"COc1ccc(cc1)N(C(C(=O)NC2CCCC2)c3ccc4ncccc4c3)C(=O)c5snc(C(=O)N)c5N";0
"CHEMBL1081848";"AAQLJZYGMSAENP-UHFFFAOYSA-N";"Clc1cccc(c1)C(=O)Nc2cccc(NC(=O)C3CCCCC3)c2";0
"MLS000588017";"AAQNIDPVFJWWOB-UHFFFAOYSA-N";"COc1ccc(cc1)c2nnc(Nc3ccc(cc3)S(=O)(=O)Nc4nccs4)c5ccccc25";0
"MLS000054353";"AAQPJNXQFGYYCM-UHFFFAOYSA-N";"Cc1onc(c1C(=O)OCC(=O)NCc2occc2)c3c(F)cccc3Cl";0
"CHEMBL475102";"AAQZXVRCCVUUEJ-UHFFFAOYSA-N";"CN(CCCCCC(=O)Nc1cccc(c1)c2ccccc2)S(=O)(=O)N";0
"CHEMBL488069";"AAQZZAVVFRIEOD-UHFFFAOYSA-N";"CN(C)Cc1ccc(cc1Oc2ccc(Cl)c(Cl)c2)C(F)(F)F";0
"CHEMBL309922";"AARBZINJGYTIMT-UHFFFAOYSA-N";"CN(CC(CCN1CCC(CC1)NC(=O)NCc2ccccc2)c3ccccc3)S(=O)(=O)c4ccccc4";0
"CHEMBL2070328";"AARCKJCHDVEVDV-UHFFFAOYSA-N";"CCCCC(CC)OC(=O)CCCNC(=O)NC12CC3CC(CC(C3)C1)C2";0
"CHEMBL572080";"AARCRFRELZYFFF-RXFWQSSRSA-N";"C[C@H](NC(C)(C)C(=O)Nc1cc(on1)c2ccccc2)[C@@H](Cc3ccc(Cl)cc3)c4cccc(c4)C#N";0
"CHEMBL1412060";"AARFYULSFOAWTK-UHFFFAOYSA-N";"COc1ccc(cc1)N2CCN(CC2)C3=C(Cl)C(=O)N(C3=O)c4cccc(OC)c4";0
"CHEMBL485685";"AARHPAICPBZNBZ-UHFFFAOYSA-N";"O=C(NCC1CCCCC1)Oc2cccc(c2)c3ccccc3";0
"CHEMBL2443370";"AARJXZHQDZOZNY-UHFFFAOYSA-N";"CC1=C(C(C(=C(C)N1)C(=O)Nc2nc(C)cs2)c3occc3)C(=O)Nc4nc(C)cs4";0
"Quinoxalinone deriv. 6g";"AARKCCTUFHJGQG-UHFFFAOYSA-N";"Fc1ccc2NC(=O)C(C#CC3CC3)(N(CC4CC4)c2c1)C(F)(F)F";0
"5-(1,3-diphenylimidazolidin-2-yl)-2-methoxyphenol";"AARKQWCTGNOAHP-UHFFFAOYSA-N";"COc1ccc(cc1O)C2N(CCN2c3ccccc3)c4ccccc4";0
"MLS000050442";"AAROASKGPHUWKQ-UHFFFAOYSA-N";"O=C(CN1C=Nc2sc(cc2C1=O)c3ccccc3)NCc4occc4";0
"MLS000834577";"AARPICOGFQNQEW-IZVMNLJQSA-N";"CCO[C@H]1OC(=C[C@H]([C@@H]1CCCO)c2ccc(cc2)C#C)C(=O)NCc3nc4ccccc4[nH]3";0
"CHEMBL2180998";"AARPXDCRBCEZAI-UVTDQMKNSA-N";"ONC(=O)\C(=C/c1ccccc1)\C(=O)NCc2ccncc2";0
"CHEMBL73713";"AARQCGICUZZJNV-UHFFFAOYSA-N";"Nc1cccc2c1ccc3nc(N)nc(O)c23";0
"CHEMBL473024";"AARSJXWSYLCBSH-UHFFFAOYSA-N";"Nc1ncnc2c1c(cn2c3ccc(OCCNCCO)cc3)c4ccc(O)cc4";0
"BAS 00435095";"AARUNXNNAZIAQK-UHFFFAOYSA-N";"COc1ccc(CNC(=O)c2cc3nc(cc(n3n2)C(F)(F)F)c4cccs4)cc1";0
"CHEMBL2402948";"AARWBLSNYKXRJZ-UHFFFAOYSA-N";"NC1CCC(CC1)Nc2nc(NCc3ccccc3N)c4ncn(C5CCCC5)c4n2";0
"CHEMBL3287205";"AARWDDKVRQFBKD-UHFFFAOYSA-N";"Fc1ccc(CN2C(=O)CS(=O)(=O)c3cccnc23)cc1OC(F)(F)F";0
"isothiazole, 10b";"AARWOJHWGOYIRM-UHFFFAOYSA-N";"NC(=O)c1c(SCc2ccc(Cl)cc2)nsc1Nc3ccccn3";0
"CHEMBL593524";"AARWSPQTOOQDHJ-DHZHZOJOSA-N";"COc1cc(O)c(cc1OC)C(=O)\C=C\c2ccc(cc2)N3CCCCC3";0
"CHEMBL491050";"AASDOETWBYSNMM-OAHLLOKOSA-N";"COc1cc(cc(OC)c1OC)C(=O)N[C@H](CCC(=O)O)C(=O)Nc2ccc(F)cc2";0
"CHEMBL1946121";"AASDZFLETHTKKS-UHFFFAOYSA-N";"CCCCCCc1ccc(cc1)c2csc(NC(=O)Cn3ccc4N(C)C(=O)N(C)C(=O)c34)n2";0
"CHEMBL195203";"AASFDIYMKVKTAW-ISLYRVAYSA-N";"CCN(CC)CCCC(C)Nc1nc(\C=C\c2ccccc2)nc3ccccc13";0
"STK854225";"AASFVLVHAXPEOP-UHFFFAOYSA-N";"O=C1NC(=S)NC(=O)C1=Cc2oc(Sc3ccccc3)cc2";0
"CHEMBL1673327";"AASHFFLMTFAAAQ-UHFFFAOYSA-N";"COC(OC)c1ccc(C#N)c(SCC(=O)c2ccc(Cl)cc2)n1";0
"132686-99-8";"AASJIDSEQRFGHQ-UHFFFAOYSA-N";"CCOC(=O)CN1c2ccccc2N(C)C(=O)c3cccnc13";0
"2-(6-ethyl-6-methyl-4-oxo-5,8-dihydro-4H-pyrano[4',3':4,5]thieno[2,3-d][1,2,3]triazin-3(6H)-yl)-N-phenylacetamide";"AASLZBSUJFQVCT-UHFFFAOYSA-N";"CCC1(C)Cc2c(CO1)sc3N=NN(CC(=O)Nc4ccccc4)C(=O)c23";0
"CHEMBL266689";"AASOLHFTXGKYIT-HTOGEZAYSA-M";"[Na+].CC(=O)OCC1=C(N2[C@@H](\C(=C/C(C)(C)C)\C2=O)S(=O)(=O)C1)C(=O)[O-]";0
"CHEMBL2348736";"AASSEJKCAXVCCF-UHFFFAOYSA-N";"Clc1nnc(NC(=O)c2ccccc2)cc1c3ccccc3";0
"CHEMBL556669";"AASSITCVMHLTIO-MDZDMXLPSA-N";"Cc1ccc(cc1\C=C\n2cnc3c(NC4CC4)ncnc23)C(=O)Nc5cc(on5)C(C)(C)C";0
"CHEMBL2407493";"AASYDZTXTVEBFE-FCHUYYIVSA-N";"O[C@H](CNCc1cccc(c1)C(F)(F)F)[C@@H]2Cc3cc(F)cc(OCCCCC(=O)NCC(=O)N2)c3";0
"CHEMBL1213670";"AASZTKIVNWYIER-HJOGWXRNSA-N";"CC(C)C[C@H](NC(=O)CN1C(=O)CC[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C1=O)C(=O)OCc3ccccc3";0
"6-Amino-2-[(4-methoxyphenyl)sulfinyl]benzenecarbonitrile";"AATAIRNDADQFCI-UHFFFAOYSA-N";"COc1ccc(cc1)[S+]([O-])c2cccc(N)c2C#N";0
"CHEMBL455588";"AATALYIJLBSKKQ-UHFFFAOYSA-N";"COCCN(CCOC)c1nc(C)nc2c(c(C)nn12)c3ccc(OC)cc3";0
"KU-0060648";"AATCBLYHOUOCTO-UHFFFAOYSA-N";"CCN1CCN(CC(=O)Nc2ccc(c3cccc4C(=O)C=C(Oc34)N5CCOCC5)c6sc7ccccc7c26)CC1";0
"STK241799";"AATCEPCJGAEHLZ-VAWYXSNFSA-N";"CC(C)N(Cc1onc(n1)c2cccc(C)c2)C(=O)\C=C\c3ccccc3Cl";0
"CHEMBL491393";"AATCVLWFSZDJGG-UHFFFAOYSA-N";"CSc1ccc(Oc2ccncc2CN(C)C)cc1Cl";0
"MLS001004256";"AATGUDIHSLEHQR-UHFFFAOYSA-N";"[O-][N+](=O)c1ccccc1NC(=O)COC(=O)CCC(=O)c2cccs2";0
"MLS000107173";"AATHMCGKYVGPJC-UHFFFAOYSA-N";"CCC(=O)OCCN1C(=O)c2cc3C(=O)N(CCOC(=O)CC)C(=O)c3cc2C1=O";0
"[gamma-lactam4,5]PACAP38";"AATIGMNUKQVYKM-LWSGJTSESA-N";"CSCC[C@H](NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(C)C)N4CC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc5cnc[nH]5)C4=O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc7ccc(O)cc7)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)N";0
"CHEMBL1836818";"AATMJBOMIKKYFF-UHFFFAOYSA-N";"CN(C)CCNc1ccc2nc(C)n3c4ccc(Br)cc4C(=O)c1c23";0
"CHEMBL2407175";"AATNRUXRJQIOEV-UHFFFAOYSA-N";"CCCN1C(=O)CC2(CCN(CC3CCN(CC3)C(=O)OCC)CC2)c4cccnc14";0
"CHEMBL354033";"AATOPLAJLQECRD-UHFFFAOYSA-N";"Nc1ncnc2c1c(cn2C3CCNC3)c4ccc(O)cc4";0
"AF 353";"AATPYXMXFBBKFO-UHFFFAOYSA-N";"COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1I";0
"CHEMBL2334287";"AATRABILWFVXRE-UHFFFAOYSA-N";"COc1ccc(cc1)C(N)C2=Nc3ccc(cc3C(=O)N2)c4c[nH]nc4C";0
"CHEMBL3297950";"AATRJMCVLUZFSH-UHFFFAOYSA-N";"COc1ccc(Nc2oc3c(cccc3n2)c4c(F)cccc4OC)cc1N";0
"CHEMBL241856";"AATUHPZQANSFHE-AWWWNVPUSA-N";"CN(CCCCCCCCCCN(C)CCC(=O)N1CCC[C@@H]2[C@@H]3CC4=C(C=CC(=O)N4)[C@]12CC(=C3)C)CCC(=O)N5CCC[C@@H]6[C@@H]7CC8=C(C=CC(=O)N8)[C@]56CC(=C7)C";0
"Bis(18)-Huperzine B";"AATUHPZQANSFHE-NKUZXIPXSA-N";"CN(CCCCCCCCCCN(C)CCC(=O)N1CCC[C@@H]2C3CC4=C(C=CC(=O)N4)[C@]12CC(=C3)C)CCC(=O)N5CCC[C@@H]6C7CC8=C(C=CC(=O)N8)[C@]56CC(=C7)C";0
"AH-487/15274063";"AATWKLVUXYLCNY-DEDYPNTBSA-N";"CC1=NN(C(=O)/C/1=C/c2oc(cc2)c3ccc(C)c(c3)C(=O)O)c4ccccc4";0
"MLS000761483";"AATWULBPEFPAGD-UHFFFAOYSA-N";"Oc1c(ccc2cccnc12)C(N3CCCC3)c4ccccc4Cl";0
"CHEMBL107225";"AAUBJZPZEKVWOC-XFFZJAGNSA-N";"OC(=O)c1ccc2NC(=O)\C(=C/c3ccc[nH]3)\c2c1";0
"MLS000045276";"AAUFIERBXVEOEY-UHFFFAOYSA-N";"O=C(Nc1ccc2OCOc2c1)c3cccc4CN(Cc5cccnc5)C(=O)c34";0
"KYS-05064";"AAULUGZZFCAQJP-UHFFFAOYSA-N";"CCN1C(CC(=O)NCc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)c4ccccc4N=C1N5CCCCC5";0
"MLS001177987";"AAUMWNSHXIIZSU-UHFFFAOYSA-N";"CCNC(C(=O)c1c[nH]c2c(CC)cccc12)c3ccccc3";0
"SCHEMBL729458";"AAUOKRAJRPXVIO-UHFFFAOYSA-N";"COc1cccc(c1)c2cc(F)c(Nc3ncccc3C(=O)O)cc2F";0
"CHEMBL20053";"AAUOYPBRKRLEND-GSDHBNRESA-N";"OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](S)Cc4ccccc4";0
"CHEMBL2420312";"AAUUQPVYBGHMCE-UHFFFAOYSA-N";"O=C(CN1CCCNCC1)Nc2ccc(c3cccc4C(=O)C=C(Oc34)N5CCOCC5)c6sc7ccccc7c26";0
"CHEMBL2170649";"AAUUVWFQQFOZHJ-UHFFFAOYSA-N";"NC(=N)NC(=O)c1ccc(C2CCN(CC2)C(=O)c3ccc(cc3)c4ocnc4)c(c1)C(F)(F)F";0
"CHEMBL2332926";"AAVDYCALQCJXLM-UHFFFAOYSA-N";"CCCc1cc(ccc1C(=O)N2CCOc3ccc(cc3C2)c4ccc5nc[nH]c5c4)S(=O)(=O)C";0
"CHEMBL389993";"AAVFOEZVLSCOIZ-UHFFFAOYSA-N";"CC(C)CN1C(SCC1=O)c2ccncc2c3ccc(Br)cc3";0
"CHEMBL1203889";"AAVGRLPHHMEEKP-TVLOEWINSA-N";"Cl.Cl.O[C@@H]1CCN(Cc2ccccc2)C[C@H]1N3CCC(CC3)c4ccccc4";0
"CHEMBL199625";"AAVGYEROXZEBTI-UHFFFAOYSA-N";"CC(C)(C)N1CCC(CC1)c2cc3N(C(=O)C=Cc3c(n2)c4ccc(F)cc4F)c5c(Cl)cccc5Cl";0
"MLS001250385";"AAVLLOQMPXZIFJ-GOSISDBHSA-N";"COC(=O)N1N(C(=O)OC)[C@](C2CCCCC2)(C1=O)c3ccccc3";0
"SR-01000786815";"AAVLLOQMPXZIFJ-SFHVURJKSA-N";"COC(=O)N1N(C(=O)OC)[C@@](C2CCCCC2)(C1=O)c3ccccc3";0
"CHEMBL393467";"AAVLMTXPFUGOSG-VZUCSPMQSA-N";"NC(=S)N\N=C\c1ccccc1F";0
"NSC686772";"AAVLSVZUEVDXAO-UHFFFAOYSA-N";"Sc1cc(Cl)ccc1S(=O)(=O)Nc2nnc3c4ccccc4cnn23";0
"CHEMBL599731";"AAVLZBRYSUDDNJ-UHFFFAOYSA-N";"OC(C1CCN(CC1)C(=O)Oc2ccc(cc2)[N+](=O)[O-])(c3ccc(Cl)cc3)c4ccc(Cl)cc4";0
"MLS000113955";"AAVMFXCTHZZIFE-UHFFFAOYSA-N";"COC(=O)c1sccc1NC(=O)c2oc(Br)cc2";0
"MLS001164598";"AAVOXWIZJYSGEP-XLNRJJMWSA-N";"CN(C)CCCNC(=O)\C(=C\c1oc(cc1)c2ccccc2[N+](=O)[O-])\NC(=O)c3ccc(C)cc3";0
"1-hydroxy-3-phenylurea";"AAVSQBMWOCNSDL-UHFFFAOYSA-N";"ONC(=O)Nc1ccccc1";0
"CHEMBL330570";"AAVVKVVWHPCJSK-CSOJFCJSSA-N";"CN(C[C@@H](CCN1CCC2(CC1)C[S+]([O-])c3ccccc23)c4ccc(Cl)c(Cl)c4)S(=O)(=O)c5ccc(cc5)c6ccccc6";0
"CHEMBL447275";"AAVVXYJNWGIBPT-UHFFFAOYSA-N";"Cc1cc(COc2ccc(cc2)S(=O)(=O)C3(CCN(Cc4ccc(Cl)c(Cl)c4)CC3)C(=O)NO)c5ccccc5n1";0
"CHEMBL574261";"AAWCGROUIUANBA-UHFFFAOYSA-N";"CCCSc1nc2nc3CC4CC(CC(=C4)C)c3c(N)c2s1";0
"CHEMBL589341";"AAWCULUAQOJFJX-HGIWEUDGSA-N";"OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCNC(=O)CCC(=O)c2ccc(OCC#C)cc2";0
"CHEMBL219438";"AAWJIJMPSSIGCQ-UHFFFAOYSA-N";"ONCC(=O)Cc1c[nH]c2cc(Br)ccc12";0
"CHEMBL551570";"AAWMAJBBHSVQCG-UHFFFAOYSA-N";"COc1nc(C)cc2N(CCc3ccccc3)CCc4c([nH]c5cc(ccc45)N6CCN(C)CC6)c12";0
"CHEMBL2286696";"AAWRCBWYNSEVTD-UEUMJKGWSA-N";"[O-][N+](=O)\N=C/1\N(CCCOCCCN2CCN(Cc3ccc(Cl)nc3)/C/2=N/[N+](=O)[O-])CCN1Cc4ccc(Cl)nc4";0
"CHEMBL3103399";"AAWRJHGZUXIYDA-UHFFFAOYSA-N";"C(N1c2ccccc2C=Cc3ccccc13)c4ccccc4";0
"CHEMBL2178717";"AAWSEFDIDJLXJF-JTSKRJEESA-N";"CN1C(=N)N[C@]2(CN(C[C@H]2C1=O)c3ncccn3)c4cc(cs4)c5cccc(c5)C#N";0
"4-Aminoquinoline, 18";"AAWSSVSJWJZZBJ-UHFFFAOYSA-N";"Clc1ccc2c(NCCCNCCC34CC5CC(CC(C5)C3)C4)ccnc2c1";0
"CHEMBL231713";"AAWUYHSAVNUPEU-SRFLYUCYSA-N";"Fc1ccc2[C@H](\C=C\c3ccc(cn3)c4cccc(Cl)c4)[C@H]5COC(=O)[C@H]5Cc2c1";0
"CHEMBL37842";"AAWWSWAOXUPEEG-UHFFFAOYSA-N";"CCN1c2nccc(Cl)c2NC(=O)c3cccnc13";0
"CHEMBL213366";"AAWZZJKNYPHEQF-QOWZYKSGSA-N";"CCN[C@H](CN[C@H](CN[C@H](CN[C@H](CN[C@@H](CN1CCC[C@H]1CN)[C@@H](C)O)Cc2ccccc2)Cc3ccccc3)Cc4ccc(O)cc4)Cc5ccc(O)cc5";0
"CHEMBL211342";"AAXBXXDKDYKQMX-NTEUORMPSA-N";"Nc1ccccc1NC(=O)\C=C\c2ccc(NCc3ccc(OC(F)(F)F)cc3)cc2";0
