Gene_name
ACE_HUMAN
ACE_MOUSE
ACE_RABIT
ACE_RAT
ACH10_HUMAN
ACH10_RAT
ACHA2_HUMAN
ACHA2_RAT
ACHA3_HUMAN
ACHA3_RAT
ACHA4_CHICK
ACHA4_HUMAN
ACHA4_MOUSE
ACHA4_RAT
ACHA5_HUMAN
ACHA5_RAT
ACHA6_HUMAN
ACHA6_MOUSE
ACHA6_RAT
ACHA7_HUMAN
ACHA7_MOUSE
ACHA7_RAT
ACHA9_HUMAN
ACHA9_RAT
ACHA_HUMAN
ACHA_MOUSE
ACHA_RAT
ACHA_TORCA
ACHB2_HUMAN
ACHB2_RAT
ACHB3_HUMAN
ACHB3_MOUSE
ACHB3_RAT
ACHB4_HUMAN
ACHB4_MOUSE
ACHB4_RAT
ACHB_HUMAN
ACHB_MOUSE
ACHB_RAT
ACHB_TORCA
ACHD_HUMAN
ACHD_TORCA
ACHE_HUMAN
ACHG_HUMAN
ACHG_TORCA
ACHP_LYMST
ACK1_HUMAN
ACLY_HUMAN
ACLY_RAT
ACM1_HUMAN
ACM1_MOUSE
ACM1_RAT
ACM2_HUMAN
ACM2_MOUSE
ACM2_PIG
ACM2_RAT
ACM3_HUMAN
ACM3_MOUSE
ACM3_RAT
ACM4_HUMAN
ACM4_MOUSE
ACM4_RAT
ACM5_HUMAN
ACM5_MOUSE
ACM5_RAT
ACOD1_MOUSE
ACOD1_RAT
ACOD_HUMAN
ACOX1_RAT
ACPS_BACSU
ACV1B_HUMAN
ACVL1_HUMAN
ACVR1_HUMAN
ADA10_HUMAN
ADA12_HUMAN
ADA17_HUMAN
ADA17_MOUSE
ADA17_PIG
ADA17_RAT
ADA1A_BOVIN
ADA1A_HUMAN
ADA1A_RABIT
ADA1A_RAT
ADA1B_HUMAN
ADA1B_MESAU
ADA1B_RAT
ADA1D_HUMAN
ADA1D_RAT
ADA2A_BOVIN
ADA2A_HUMAN
ADA2A_MOUSE
ADA2A_PIG
ADA2A_RAT
ADA2B_BOVIN
ADA2B_HUMAN
ADA2B_MOUSE
ADA2B_RAT
ADA2C_HUMAN
ADA2C_MOUSE
ADA2C_RAT
ADA33_HUMAN
ADAM8_HUMAN
ADAM9_HUMAN
ADA_BOVIN
ADA_HUMAN
ADA_MOUSE
ADCK3_HUMAN
ADCK4_HUMAN
ADCY1_BOVIN
ADCY1_HUMAN
ADCY1_MOUSE
ADCY2_HUMAN
ADCY2_MOUSE
ADCY2_RAT
ADCY3_HUMAN
ADCY3_MOUSE
ADCY3_RAT
ADCY4_HUMAN
ADCY4_MOUSE
ADCY4_RAT
ADCY5_HUMAN
ADCY5_MOUSE
ADCY5_RAT
ADCY6_HUMAN
ADCY6_MOUSE
ADCY6_RAT
ADCY7_HUMAN
ADCY7_MOUSE
ADCY8_HUMAN
ADCY8_MOUSE
ADCY8_RAT
ADCY9_HUMAN
ADCYA_HUMAN
ADH1A_HUMAN
ADH1B_HUMAN
ADH1E_HORSE
ADH1G_HUMAN
ADH1S_HORSE
ADH4_HUMAN
ADH6_HUMAN
ADH7_HUMAN
ADHX_HUMAN
ADK_HUMAN
ADK_RAT
ADK_TOXGO
ADRB1_BOVIN
ADRB1_HUMAN
ADRB1_MOUSE
ADRB1_RAT
ADRB2_BOVIN
ADRB2_CANFA
ADRB2_CAVPO
ADRB2_HUMAN
ADRB2_MESAU
ADRB2_MOUSE
ADRB2_RAT
ADRB3_BOVIN
ADRB3_HUMAN
ADRB3_MOUSE
ADRB3_RAT
AGALC_ASPNG
AGAL_COFAR
AGAL_HUMAN
AGLU_ORYSJ
AGTR1_BOVIN
AGTR1_CAVPO
AGTR1_HUMAN
AGTR1_PIG
AGTR1_RABIT
AGTR2_HUMAN
AGTR2_RAT
AGTRA_RAT
AGTRB_RAT
AHK3_ARATH
AHK4_ARATH
AHR_HUMAN
AHR_RABIT
AHR_RAT
AK1A1_HUMAN
AK1A1_PIG
AK1A1_RAT
AK1BA_HUMAN
AK1C1_HUMAN
AK1C2_HUMAN
AK1C3_HUMAN
AK1CL_MOUSE
AKAP1_HUMAN
AKAP2_HUMAN
AKIP_HUMAN
AKT1_HUMAN
AKT1_MOUSE
AKT2_HUMAN
AKT3_HUMAN
AKTS1_HUMAN
AL1A1_RAT
AL1A7_RAT
AL5AP_HUMAN
ALBU_BOVIN
ALBU_HUMAN
ALDH2_HUMAN
ALDH2_RAT
ALDOA_RABIT
ALDR_BOVIN
ALDR_HUMAN
ALDR_PIG
ALDR_RAT
ALF_CANAL
ALF_ECOLI
ALF_HELPY
ALF_MYCTU
ALK_HUMAN
ALK_MOUSE
ALR1_ECOLI
AMD_HUMAN
AMO_PEA
AMP1_PLAFQ
AMPB_HUMAN
AMPB_MOUSE
AMPB_RAT
AMPC_CITFR
AMPC_ECOLI
AMPC_ENTCL
AMPC_MORMO
AMPC_PSEAE
AMPD1_HUMAN
AMPD2_HUMAN
AMPD3_HUMAN
AMPE_HUMAN
AMPE_PIG
AMPH_ECOLI
AMPL_BOVIN
AMPL_HUMAN
AMPM1_HUMAN
AMPM1_YEAST
AMPM2_HUMAN
AMPM_ECOLI
AMPN_ECOLI
AMPN_HUMAN
AMPN_PIG
AMPN_RAT
AMPX_VIBPR
AMY1_HUMAN
AMYG_YEAST
AMYP_RAT
ANDR_HUMAN
ANDR_MOUSE
ANDR_RAT
ANF_HUMAN
ANKK1_HUMAN
ANM1_HUMAN
ANPRA_HUMAN
ANPRC_HUMAN
ANT3_HUMAN
ANXA2_HUMAN
AOC2_HUMAN
AOC3_BOVIN
AOC3_HUMAN
AOC3_RAT
AOFA_BOVIN
AOFA_HUMAN
AOFA_RAT
AOFB_BOVIN
AOFB_HUMAN
AOFB_MOUSE
AOFB_RAT
AP2S1_RAT
APEX1_HUMAN
APH1A_HUMAN
APH1B_HUMAN
APJ_RAT
APOB_HUMAN
APOH_HUMAN
ARBK1_HUMAN
ARBK2_HUMAN
ARF1_HUMAN
ARGI1_HUMAN
AROA_ECOLI
AROB_ECOLI
AROC_STRPN
AROF_ECOLI
AROG_ECOLI
AROH_ECOLI
AROK_HELPY
AROQ_HELPY
AROQ_MYCTU
AROQ_STRCO
ARS_PSEAE
ARY1_HUMAN
ARY2_MOUSE
ASND1_HUMAN
ASNS_HUMAN
AT12A_HUMAN
AT1A1_CANFA
AT1A1_HUMAN
AT1A1_PIG
AT1A2_HUMAN
AT1A3_HUMAN
AT1A4_HUMAN
AT1B1_CANFA
AT1B1_HUMAN
AT1B1_PIG
AT1B2_HUMAN
AT1B3_HUMAN
AT2A1_HUMAN
AT2A1_RABIT
AT2A2_HUMAN
ATF1_HUMAN
ATM_HUMAN
ATNG_HUMAN
ATP4A_HUMAN
ATP4A_PIG
ATP4A_RAT
ATP4B_HUMAN
ATP4B_PIG
ATP4B_RAT
ATR_HUMAN
ATS1_HUMAN
ATS4_BOVIN
ATS4_HUMAN
ATS5_BOVIN
ATS5_HUMAN
ATTY_RAT
AUR1_CANAL
AUR1_YEAST
AURKA_HUMAN
AURKA_MOUSE
AURKB_HUMAN
AURKB_MOUSE
AURKC_HUMAN
AVR2A_HUMAN
AVR2B_HUMAN
B0BL08_ECOLX
B1WBY8_RAT
B1WC34_RAT
B2CL1_HUMAN
B2CL2_HUMAN
B2L10_HUMAN
B2LA1_HUMAN
B2ZTR6_ACIBA
B4GT1_BOVIN
B4GT1_HUMAN
B4URF0_9INFA
B5SU02_9CNID
B5THE3_MOUSE
B7ZW62_HUMAN
B8PY99_MACMU
B8R6A5_9BURK
BACE1_HUMAN
BACE2_HUMAN
BAD_HUMAN
BCAT1_HUMAN
BCAT1_RAT
BCAT2_RAT
BCL2_HUMAN
BCR_HUMAN
BGAL_BOVIN
BGAL_HUMAN
BGAL_RHIML
BGLR_RAT
BGLS_AGRSA
BGLS_CALSA
BGLS_RHIRD
BHMT1_HUMAN
BIRC2_HUMAN
BIRC3_HUMAN
BIRC5_HUMAN
BIRC8_HUMAN
BKRB1_CANFA
BKRB1_HUMAN
BKRB1_MACMU
BKRB1_MOUSE
BKRB1_RABIT
BKRB1_RAT
BKRB2_CAVPO
BKRB2_HUMAN
BKRB2_RAT
BLA1_ECOLX
BLA1_KLEPN
BLA1_STEMA
BLAB_AERHY
BLAB_BACCE
BLAB_BACFR
BLAC_BACLI
BLAC_STAAU
BLAN_ENTCL
BLAT_ECOLX
BLKPC_KLEPN
BLK_HUMAN
BLK_MOUSE
BLO1_ECOLX
BLO2_ECOLX
BMP1_HUMAN
BMP2K_HUMAN
BMP4_HUMAN
BMPR2_HUMAN
BMR1A_HUMAN
BMX_HUMAN
BRAF_HUMAN
BRCA1_HUMAN
BRD2_HUMAN
BRD4_HUMAN
BRS3_HUMAN
BRS3_MOUSE
BRS3_RAT
BRSK1_HUMAN
BRSK2_HUMAN
BTK_HUMAN
BXA1_CLOBH
BXA1_CLOBO
C0IX24_9CNID
C11B1_BOVIN
C11B1_HUMAN
C11B1_RAT
C11B2_HUMAN
C1R_HUMAN
C1S_HUMAN
C3AR_HUMAN
C3SLN2_ECOLX
C3SWJ7_ECOLX
C3TDZ2_ECOLX
C3TIE2_ECOLX
C4LRQ6_9INFA
C5AR_HUMAN
CA2D1_HUMAN
CA2D1_MOUSE
CA2D1_RAT
CA2D2_HUMAN
CA2D2_RAT
CA2D3_HUMAN
CA2D3_RAT
CA2D4_HUMAN
CAC1A_RAT
CAC1B_HUMAN
CAC1B_RAT
CAC1C_HUMAN
CAC1C_MOUSE
CAC1C_RABIT
CAC1C_RAT
CAC1D_HUMAN
CAC1D_MOUSE
CAC1D_RAT
CAC1E_RAT
CAC1F_HUMAN
CAC1G_HUMAN
CAC1G_RAT
CAC1H_HUMAN
CAC1H_RAT
CAC1I_HUMAN
CAC1I_RAT
CAC1S_HUMAN
CAC1S_RAT
CACB1_RAT
CAH10_HUMAN
CAH11_HUMAN
CAH12_HUMAN
CAH13_HUMAN
CAH13_MOUSE
CAH14_HUMAN
CAH15_MOUSE
CAH1_HUMAN
CAH2_BOVIN
CAH2_HUMAN
CAH2_RAT
CAH3_HUMAN
CAH3_RAT
CAH4_BOVIN
CAH4_HUMAN
CAH4_RAT
CAH5A_HUMAN
CAH5A_MOUSE
CAH5A_RAT
CAH5B_HUMAN
CAH5B_MOUSE
CAH6_BOVIN
CAH6_HUMAN
CAH7_HUMAN
CAH7_MOUSE
CAH8_HUMAN
CAH9_HUMAN
CAH_METTE
CALM_HUMAN
CALRL_HUMAN
CAN1_HUMAN
CAN1_MOUSE
CAN1_PIG
CAN1_RAT
CAN2_BOVIN
CAN2_CHICK
CAN2_HUMAN
CAN2_PIG
CANX_CHICK
CAN_YEAST
CARM1_HUMAN
CARM1_MOUSE
CARP_RHICH
CARP_YEAST
CAS1_ARATH
CASP1_HUMAN
CASP1_MOUSE
CASP2_HUMAN
CASP3_HUMAN
CASP4_HUMAN
CASP5_HUMAN
CASP6_HUMAN
CASP7_HUMAN
CASP8_HUMAN
CASP9_HUMAN
CASPA_HUMAN
CASPE_HUMAN
CASR_BOVIN
CASR_HUMAN
CASR_RAT
CATB_BOVIN
CATB_HUMAN
CATB_MOUSE
CATB_RAT
CATC_HUMAN
CATD_BOVIN
CATD_HUMAN
CATE_HUMAN
CATF_HUMAN
CATG_HUMAN
CATG_MOUSE
CATH_HUMAN
CATK_HUMAN
CATK_MOUSE
CATK_RABIT
CATK_RAT
CATL1_BOVIN
CATL1_HUMAN
CATL1_MOUSE
CATL1_RAT
CATL2_HUMAN
CATL3_PARTE
CATS_HUMAN
CATS_MOUSE
CATS_RAT
CATZ_HUMAN
CBPA1_BOVIN
CBPA1_HUMAN
CBPA2_HUMAN
CBPA3_HUMAN
CBPA4_HUMAN
CBPA5_HUMAN
CBPA6_HUMAN
CBPB1_HUMAN
CBPB1_PIG
CBPB2_HUMAN
CBPM_HUMAN
CBPN_HUMAN
CBP_HUMAN
CBR1_HUMAN
CCKAR_CAVPO
CCKAR_HUMAN
CCKAR_MOUSE
CCKAR_RAT
CCL2_HUMAN
CCL5_HUMAN
CCNA1_HUMAN
CCNA2_HUMAN
CCNB1_HUMAN
CCNB2_HUMAN
CCNB3_HUMAN
CCNB_MARGL
CCND1_HUMAN
CCND2_HUMAN
CCND3_HUMAN
CCNE1_HUMAN
CCNE2_HUMAN
CCNH_HUMAN
CCNT1_HUMAN
CCNT2_HUMAN
CCR1_HUMAN
CCR1_MOUSE
CCR2_HUMAN
CCR2_MOUSE
CCR2_RAT
CCR3_HUMAN
CCR3_MACMU
CCR3_MOUSE
CCR3_RAT
CCR4_HUMAN
CCR5_HUMAN
CCR5_MACFA
CCR5_MOUSE
CCR7_HUMAN
CCR8_HUMAN
CCR9_HUMAN
CD11A_HUMAN
CD11B_HUMAN
CD22_MOUSE
CD38_HUMAN
CD4_HUMAN
CD5R1_HUMAN
CDC42_HUMAN
CDC45_HUMAN
CDC7_HUMAN
CDD_HUMAN
CDD_MOUSE
CDK14_HUMAN
CDK15_HUMAN
CDK16_HUMAN
CDK17_HUMAN
CDK18_HUMAN
CDK19_HUMAN
CDK1_HUMAN
CDK1_MOUSE
CDK1_YEAST
CDK2_HUMAN
CDK3_HUMAN
CDK4_HUMAN
CDK5_HUMAN
CDK6_HUMAN
CDK7_HUMAN
CDK8_HUMAN
CDK9_HUMAN
CDKA1_HUMAN
CDKL1_HUMAN
CDKL2_HUMAN
CDKL3_HUMAN
CEGT_HUMAN
CEGT_MOUSE
CEL2A_HUMAN
CEL2A_PIG
CEL2A_RAT
CEL2B_HUMAN
CEL3A_HUMAN
CEL3B_HUMAN
CELA1_HUMAN
CELA1_PIG
CEL_BOVIN
CEL_HUMAN
CETP_HUMAN
CETP_RABIT
CFAB_HUMAN
CFTR_HUMAN
CHIA_HUMAN
CHIA_SERMA
CHIB_SERMA
CHIO_HUMAN
CHIT_YEAST
CHK1_HUMAN
CHK2_HUMAN
CHKA_HUMAN
CHLE_HORSE
CHLE_HUMAN
CHLE_MOUSE
CHS1_CANAX
CHS1_YEAST
CHS2_YEAST
CHS3_YEAST
CISD1_HUMAN
CKX2_ARATH
CLAT_HUMAN
CLAT_RAT
CLK1_HUMAN
CLK1_MOUSE
CLK2_HUMAN
CLK2_MOUSE
CLK3_HUMAN
CLK3_MOUSE
CLK4_HUMAN
CLK4_MOUSE
CLTR1_CAVPO
CLTR1_HUMAN
CLTR2_HUMAN
CMA1_HUMAN
CMA1_RAT
CNCG_BOVIN
CNCG_HUMAN
CNGA1_BOVIN
CNR1_HUMAN
CNR1_MOUSE
CNR1_RAT
CNR2_HUMAN
CNR2_MOUSE
CNR2_RAT
CNRG_BOVIN
CNRG_HUMAN
COLA_CLOPE
COMT_HUMAN
COMT_RAT
COX1_HUMAN
COX1_SHEEP
COX2_HUMAN
COX2_SHEEP
CP11A_BOVIN
CP11A_RAT
CP121_MYCTU
CP17A_HUMAN
CP17A_RAT
CP19A_HUMAN
CP19A_RAT
CP1B1_HUMAN
CP21A_HUMAN
CP24A_HUMAN
CP24A_RAT
CP26A_HUMAN
CP27A_HUMAN
CP27B_HUMAN
CP2C9_HUMAN
CP2J2_HUMAN
CP3A4_HUMAN
CP4A4_RABIT
CP4AA_RAT
CP4AB_HUMAN
CP4AE_RAT
CP4F2_HUMAN
CP51A_HUMAN
CP51A_RAT
CP51_MYCTU
CP51_TRYCC
CP7A1_RAT
CPN2_HUMAN
CPNS1_HUMAN
CPNS1_MOUSE
CPNS1_PIG
CPNS1_RAT
CPT1A_RAT
CPT1B_RAT
CPXA_PSEPU
CREB1_HUMAN
CRFR1_HUMAN
CRFR1_MOUSE
CRFR1_RAT
CRFR2_HUMAN
CRFR2_MOUSE
CRFR2_RAT
CRTM_STAAU
CSF1R_HUMAN
CSF1R_MOUSE
CSK21_HUMAN
CSK21_MOUSE
CSK21_RAT
CSK22_HUMAN
CSK2A_MAIZE
CSK2A_SCHPO
CSK2B_HUMAN
CSK2B_RAT
CSK_HUMAN
CSK_MOUSE
CTNB1_HUMAN
CTR4_HUMAN
CTRA_BOVIN
CTRB1_HUMAN
CTRB_BOVIN
CTRC_HUMAN
CTRL_HUMAN
CTRO_HUMAN
CXCR1_HUMAN
CXCR2_HUMAN
CXCR3_CANFA
CXCR3_HUMAN
CXCR3_MOUSE
CXCR3_RAT
CXCR4_HUMAN
CXCR4_RAT
CY24A_HUMAN
CY24B_HUMAN
CYAA_BACAN
CYNT_HELPY
CYNT_MYCTU
CYSP_TRYCR
D1MIX9_PSEAI
D2K2A8_9HEPC
D3W065_CHRVO
D3ZAN3_RAT
D3ZGQ2_RAT
D3ZJF9_RAT
D3ZUM4_RAT
D3ZWV0_RAT
D4A3N4_RAT
D5HSX5_9GAMM
D6NSM8_ACIBA
DAPE_HAEIN
DAPK1_HUMAN
DAPK2_HUMAN
DAPK3_HUMAN
DCAM_HUMAN
DCAM_RAT
DCK_HUMAN
DCK_MOUSE
DCLK1_HUMAN
DCLK2_HUMAN
DCLK3_HUMAN
DCMC_HUMAN
DCMC_MOUSE
DCOR_HUMAN
DCOR_RAT
DDAH1_HUMAN
DDR1_HUMAN
DDR2_HUMAN
DDX3X_HUMAN
DEF1A_ARATH
DEFM_HUMAN
DEF_ECOLI
DEF_MYCTU
DEF_PSEAE
DEF_STAAM
DGAT1_HUMAN
DGAT1_MOUSE
DGAT1_RAT
DGLA_HUMAN
DGLB_HUMAN
DHAS_HELPY
DHB1_HUMAN
DHB2_HUMAN
DHB3_HUMAN
DHB3_RAT
DHB7_HUMAN
DHE3_BOVIN
DHI1_HUMAN
DHI1_MOUSE
DHI1_RAT
DHI2_HUMAN
DHI2_MOUSE
DHI2_RAT
DHPR_HUMAN
DHPR_RAT
DHRS9_RAT
DHSO_HUMAN
DHSO_RAT
DHYS_RAT
DKK1_HUMAN
DLG4_HUMAN
DLK1_HUMAN
DMPK_HUMAN
DNK_DROME
DNLI1_HUMAN
DNM3B_HUMAN
DNMT1_HUMAN
DNPEP_HUMAN
DNSL3_HUMAN
DOPO_BOVIN
DOPO_HUMAN
DOPO_RAT
DPEP1_HUMAN
DPEP1_PIG
DPO1_THEAQ
DPO3A_BACSU
DPO3_BACSU
DPO3_STAAU
DPOD1_HUMAN
DPOG1_HUMAN
DPOLA_HUMAN
DPOLB_HUMAN
DPOLB_RAT
DPOL_HCMVA
DPOL_HHV11
DPOL_HHV1K
DPOL_HHV6U
DPOL_VZVD
DPP2_HUMAN
DPP2_RAT
DPP3_RAT
DPP4_HUMAN
DPP4_MOUSE
DPP4_PIG
DPP4_RAT
DPP6_RAT
DPP8_HUMAN
DPP9_HUMAN
DPYD_HUMAN
DRB3_HUMAN
DRD1_BOVIN
DRD1_HUMAN
DRD1_MOUSE
DRD1_PIG
DRD1_RAT
DRD2_BOVIN
DRD2_CANFA
DRD2_CHLAE
DRD2_HUMAN
DRD2_MOUSE
DRD2_RAT
DRD3_HUMAN
DRD3_RAT
DRD4_HUMAN
DRD4_MOUSE
DRD4_RAT
DRD5_HUMAN
DRD5_RAT
DRTS_PLAFK
DRTS_TOXGO
DRTS_TRYCR
DUOX2_HUMAN
DUS1_HUMAN
DUS1_MOUSE
DUS22_HUMAN
DUS3_HUMAN
DUS6_RAT
DUTL_HUMAN
DUT_HUMAN
DXR_ECOLI
DXR_MYCTU
DXR_SYNY3
DYN1_HUMAN
DYN2_HUMAN
DYR1A_HUMAN
DYR1A_MOUSE
DYR1A_RAT
DYR1B_HUMAN
DYR1_ECOLX
DYRK2_HUMAN
DYRK3_HUMAN
DYR_BOVIN
DYR_CANAX
DYR_CHICK
DYR_ECOLI
DYR_HUMAN
DYR_LACCA
DYR_MOUSE
DYR_MYCTU
DYR_PNECA
DYR_RAT
DYR_STAAU
DYR_STAAW
DYR_YEAST
E1BN64_BOVIN
E2AK1_HUMAN
E2AK2_HUMAN
E2AK3_HUMAN
E2AK4_HUMAN
E2QDN0_ECOLX
EAA1_HUMAN
EAA1_RAT
EAA2_HUMAN
EAA2_RAT
EAA3_HUMAN
EAA3_RAT
EAA4_HUMAN
EAA4_RAT
EAA5_HUMAN
EBP_CAVPO
EBP_HUMAN
ECE1_BOVIN
ECE1_HUMAN
ECE1_RAT
ECE2_HUMAN
ECR_DROME
ECR_LUCCU
EDNRA_HUMAN
EDNRA_MOUSE
EDNRA_PIG
EDNRA_RAT
EDNRB_HUMAN
EDNRB_MOUSE
EDNRB_PIG
EDNRB_RAT
EF1A1_HUMAN
EF1A2_HUMAN
EF2K_HUMAN
EGFR_HUMAN
EGFR_MOUSE
EGLN1_HUMAN
EGLN2_HUMAN
EGLN3_HUMAN
EHMT1_HUMAN
EHMT2_HUMAN
ELAS_PSEAE
ELAV1_HUMAN
ELF3_HUMAN
ELNE_HUMAN
ELNE_MOUSE
ELOV1_HUMAN
ELOV3_HUMAN
ELOV3_MOUSE
ELOV6_HUMAN
ELOV6_MOUSE
ENASE_HUMAN
ENPL_CANFA
ENPL_HUMAN
ENPP2_HUMAN
ENTE_ECOLI
ENTP1_BOVIN
ENTP1_HUMAN
ENTP2_HUMAN
ENV_HV1H2
ENV_HV1Y2
ENV_MMTVG
EP300_HUMAN
EPAS1_HUMAN
EPHA1_HUMAN
EPHA2_HUMAN
EPHA3_HUMAN
EPHA4_HUMAN
EPHA5_HUMAN
EPHA6_HUMAN
EPHA7_HUMAN
EPHA8_HUMAN
EPHB1_HUMAN
EPHB2_HUMAN
EPHB3_HUMAN
EPHB4_HUMAN
EPHB6_HUMAN
EPOR_HUMAN
EPYC_HUMAN
ERBB2_HUMAN
ERBB2_RAT
ERBB4_HUMAN
ERCC5_HUMAN
ERG1_HUMAN
ERG1_RAT
ERG2_YEAST
ERG7_CANAL
ERG7_HUMAN
ERG7_PNECA
ERG7_RAT
ERG7_YEAST
ERG_HUMAN
ERM_BACSU
ERM_STRPN
ERN1_HUMAN
ERO1A_HUMAN
ERR1_HUMAN
ERR2_HUMAN
ERR3_HUMAN
ESR1_BOVIN
ESR1_HUMAN
ESR1_MOUSE
ESR1_RAT
ESR2_HUMAN
ESR2_MOUSE
ESR2_RAT
EST1_HUMAN
EST1_PIG
EST1_RABIT
EST2_HUMAN
ESTD_PIG
ETHR_MYCTU
EXSA_PSEAE
F13A_HUMAN
F16P1_HUMAN
F16P1_MOUSE
F16P1_PIG
F16P1_RAT
F16P2_HUMAN
FA10_BOVIN
FA10_HUMAN
FA10_RABIT
FA10_RAT
FA11_HUMAN
FA12_HUMAN
FA5_HUMAN
FA7_HUMAN
FA8_HUMAN
FA9_HUMAN
FAAH1_HUMAN
FAAH1_MOUSE
FAAH1_RAT
FAB2_MYCTU
FABH_ECOLI
FABH_ENTFA
FABH_HAEIN
FABH_MYCTU
FABH_STAAM
FABH_STRP3
FABI_BACSU
FABI_ECOLI
FABI_STAAR
FABP4_HUMAN
FABP5_HUMAN
FABPH_HUMAN
FABPI_HUMAN
FABPL_HUMAN
FABPL_RAT
FACE1_MOUSE
FACE2_HUMAN
FADS1_HUMAN
FADS1_RAT
FAK1_HUMAN
FAK2_HUMAN
FAK2_MOUSE
FAS_HUMAN
FAS_MOUSE
FAS_RAT
FCER2_HUMAN
FCGR1_HUMAN
FDFT_HUMAN
FDFT_RAT
FEN1_HUMAN
FER_HUMAN
FES_HUMAN
FFAR1_HUMAN
FFAR1_MOUSE
FGF2_HUMAN
FGFR1_HUMAN
FGFR1_MOUSE
FGFR2_HUMAN
FGFR2_MOUSE
FGFR3_HUMAN
FGFR3_MOUSE
FGFR4_HUMAN
FGFR4_MOUSE
FGR_HUMAN
FGR_RAT
FIBB_HUMAN
FIMH_ECOLI
FKB14_HUMAN
FKB1A_HUMAN
FKB1A_RAT
FKB1B_HUMAN
FKBP3_HUMAN
FKBP4_HUMAN
FLT3_HUMAN
FNTA_BOVIN
FNTA_HUMAN
FNTA_MOUSE
FNTA_RAT
FNTA_YEAST
FNTB_BOVIN
FNTB_HUMAN
FNTB_MOUSE
FNTB_RAT
FNTB_YEAST
FOLB_STAAM
FOLB_STAAN
FOLB_STAAW
FOLC_HUMAN
FOLC_MOUSE
FOLH1_HUMAN
FOLH1_RAT
FOLR1_HUMAN
FOLR2_HUMAN
FOLR3_HUMAN
FOS_HUMAN
FPPS_HUMAN
FPR1_HUMAN
FPS_FUJSV
FRK_HUMAN
FTSZ_MYCTU
FUCO2_HUMAN
FUCO_BOVIN
FUCO_HUMAN
FUCO_RAT
FUMH_PIG
FURIN_HUMAN
FYN_HUMAN
FYN_MOUSE
G3PC_LEIME
G3PG_TRYCR
G3P_HUMAN
G5BRE3_HETGA
G6PC_HUMAN
G6PD_HUMAN
G6PD_YEAST
G6PI_RABIT
GABR1_HUMAN
GABR1_RAT
GABR2_HUMAN
GABR2_RAT
GABT_HUMAN
GABT_PIG
GABT_RAT
GAK_HUMAN
